id,average-price,build-time,second-hand-resource,district,latitude,second-hand-trading,address,court,url,longtitude,house-type
58ffb55d5e986a05d1cdb95f,82636,2000,1,东城,39.928836822509766,NULL,东起前拐棒胡同，西止东四南大街,南邻礼士胡同 前炒面胡同,https://m.fang.com/xiaoqu/bj/1010581561.html,116.42633819580078,住宅
58ffb5545e986a05d1cdb955,115723,1985,23,东城,39.918922424316406,5,外交部街以北，东堂子胡同以南,外交部街小区,https://m.fang.com/xiaoqu/bj/1010532947.html,116.43089294433594,住宅
58ffb5785e986a05d1cdb978,97219,1999,1,东城,39.894691467285156,NULL,粉厂胡同，天坛路北侧,粉厂胡同,https://m.fang.com/xiaoqu/bj/1010654705.html,116.40987396240234,住宅
58ffb5a65e986a05d1cdb990,108317,2000,9,东城,39.93202590942383,14,东皇城根沙滩后街，景山公园东门,沙滩后街小区,https://m.fang.com/xiaoqu/bj/1010558463.html,116.4069595336914,住宅
58ffb5b35e986a05d1cdb995,128192,1988,302,东城,39.92526626586914,33,王府井灯市口大街，北京景山学校东侧,灯市口小区,https://m.fang.com/xiaoqu/bj/1010215733.html,116.42169952392578,住宅
58ffb5fb5e986a05d1cdb9b0,111321,2001,49,东城,39.91218185424805,8,苏州胡同，与崇文门内大街路口东110米路南,苏州小区,https://m.fang.com/xiaoqu/bj/1010215945.html,116.42723083496094,住宅
58ffb6455e986a05d1cdb9d1,94445,1985,289,东城,39.97358322143555,168,朝阳区和平里东街，与北三环东路路口以南约100米路西,和平街十一区,https://m.fang.com/xiaoqu/bj/1010393787.html,116.42515563964844,住宅
58ffb67c5e986a05d1cdb9e2,127038,1995,125,东城,39.96221923828125,133,和平里西街，地坛东门,和平里三区,https://m.fang.com/xiaoqu/bj/1010215821.html,116.427001953125,住宅
58ffb69d5e986a05d1cdb9f4,92983,2001,109,东城,39.88343811035156,98,龙潭西湖公园西，常青园路,长青园,https://m.fang.com/xiaoqu/bj/1010217783.html,116.4350814819336,住宅
58ffb6b55e986a05d1cdba01,130465,2003,941,东城,39.944339752197266,100,东直门外大街乙36号(地铁东直门站附近春秀路西侧),海晟国际公寓,https://m.fang.com/xiaoqu/bj/1010029094.html,116.44977569580078,住宅
58ffb6ce5e986a05d1cdba0f,107338,2008,40,东城,39.96451950073242,76,和平里中街地坛公园北,安外花园,https://m.fang.com/xiaoqu/bj/1010199441.html,116.41675567626953,住宅
58ffb6fb5e986a05d1cdba19,100050,2001,28,东城,39.88875961303711,64,光明桥西龙潭路龙潭公园北侧,龙潭北里小区,https://m.fang.com/xiaoqu/bj/1010197845.html,116.44461822509766,住宅
58ffb7115e986a05d1cdba22,130465,2003,941,东城,39.944339752197266,100,东直门外大街乙36号(地铁东直门站附近春秀路西侧),海晟名苑,https://m.fang.com/xiaoqu/bj/1010029094.html,116.44977569580078,住宅
58ffb7215e986a05d1cdba2a,116292,2007,792,东城,39.95415115356445,103,东直门香河园路1号院(香河园中街南侧香河园路北侧),万国城Moma,https://m.fang.com/xiaoqu/bj/1010014712.html,116.44519805908203,住宅
58ffb7395e986a05d1cdba39,78051,2006,10,东城,39.89931869506836,32,广渠门内大街南侧幸福北里东,安化南里,https://m.fang.com/xiaoqu/bj/1010664499.html,116.4414291381836,住宅
58ffb7525e986a05d1cdba45,100497,2001,7,东城,39.964263916015625,88,安定门外大街青年湖北门对面,青年湖北里,https://m.fang.com/xiaoqu/bj/1010196885.html,116.4112319946289,住宅
58ffb7695e986a05d1cdba4e,96702,2002,15,东城,39.94646453857422,30,东直门内大街北新仓胡同,北新仓社区,https://m.fang.com/xiaoqu/bj/1010321985.html,116.43464660644531,住宅
58ffb7695e986a05d1cdba4f,116292,2007,792,东城,39.95415115356445,103,东直门香河园路1号院(香河园中街南侧香河园路北侧),当代万国城,https://m.fang.com/xiaoqu/bj/1010014712.html,116.44519805908203,住宅
