id,average-price,build-time,second-hand-resource,district,latitude,second-hand-trading,address,court,url,longitude,house-type
58ffbb675e986a05d1cdbae4,114697,2000,27,东城,39.95205086983557,42,和平里东街9号院,和平里东街9号院,https://m.fang.com/xiaoqu/bj/1010617383.html,116.41839700395954,住宅
58ffbb6f5e986a05d1cdbae5,96964,1992,4,东城,39.96435384495661,NULL,鼓楼外大街17号楼,鼓楼外大街17号楼,https://m.fang.com/xiaoqu/bj/1010658995.html,116.3870838021491,住宅
58ffbba85e986a05d1cdbae6,66094,NULL,3,东城,39.960413332606336,1,青年沟6号楼,青年沟6号楼,https://m.fang.com/xiaoqu/bj/1010823965.html,116.40968996455798,住宅
58ffbbcb5e986a05d1cdbae7,56889,2003,14,东城,39.86439785005544,40,西革新里112号院(陶然桥南侧400米),西革新里112号院,https://m.fang.com/xiaoqu/bj/1010659037.html,116.38266375782094,住宅
58ffbbcc5e986a05d1cdbae8,76841,2002,6,东城,39.8630258925737,11,安乐林路10号(安定路西侧),景泰嘉园,https://m.fang.com/xiaoqu/bj/1010017293.html,116.40637881226661,住宅
58ffbbd05e986a05d1cdbae9,63155,1999,34,东城,39.928983158333274,11,东城区东中街58号,美惠大厦,https://m.fang.com/xiaoqu/bj/1010015893.html,116.4307849346995,住宅
58ffbbd65e986a05d1cdbaea,67902,2002,16,东城,39.96308502819666,37,和平西街与小黄庄路交汇处西南角,豪威家园,https://m.fang.com/xiaoqu/bj/1010012054.html,116.41140449976727,住宅
58ffbbdf5e986a05d1cdbaeb,60164,1994,1,东城,39.9514400610978,50,安定门外大街183号,京宝花园,https://m.fang.com/xiaoqu/bj/1010001626.html,116.4005556704996,住宅
58ffbbe05e986a05d1cdbaec,90024,2004,61,东城,39.89744501321187,1,崇文门外大街3号,新世界酒店式公寓,https://m.fang.com/xiaoqu/bj/1010009964.html,116.41162157965553,住宅
58ffbbe95e986a05d1cdbaee,80599,1989,4,东城,39.93019376855012,9,朝阳门北大街新中街西侧,王家园社区,https://m.fang.com/xiaoqu/bj/1010215955.html,116.4310659299771,住宅
58ffbbe95e986a05d1cdbaef,106901,2001,64,东城,39.96176392572473,30,兴华路6号院,大龙公寓,https://m.fang.com/xiaoqu/bj/1010215531.html,116.40682995713136,住宅
58ffbbed5e986a05d1cdbaf0,101615,2000,62,东城,39.93309807034005,NULL,东四十条北侧北门仓胡同,北门仓胡同,https://m.fang.com/xiaoqu/bj/1010528013.html,116.42168423737009,住宅
58ffbbf15e986a05d1cdbaf1,89393,2002,44,东城,39.89367496279987,17,广渠门北里甲73号院,丽水湾畔,https://m.fang.com/xiaoqu/bj/1010012315.html,116.43664362826976,住宅
58ffbbf95e986a05d1cdbaf2,75133,2001,3,东城,39.94952429513215,20,安德路55号院(地铁鼓楼大街站和安定门站之间),地兴居轻工业部宿舍,https://m.fang.com/xiaoqu/bj/1010199437.html,116.39532989552754,住宅
