id,second-hand-resource,longitude,court,address,house-type,latitude,url,average-price,second-hand-trading,build-time,district,,
590099055e986a05ba0d95e9,111,116.29630464365748,北洼西里,八里庄,住宅,39.93655829086209,https://m.fang.com/xiaoqu/bj/1010198387.html,100542,256,2001,海淀,,
5900995a5e986a05ba0d95f6,2,116.31258642933145,中关村东大院,淀区中关村南路,住宅,39.981278388504016,https://m.fang.com/xiaoqu/bj/1010302643.html,101175,51,1990,海淀,,
590099815e986a05ba0d95fe,196,116.33874933004947,交大嘉园,西直门地铁附近,住宅,39.94786778038365,https://m.fang.com/xiaoqu/bj/1010014153.html,112498,174,2002,海淀,,
590099825e986a05ba0d95ff,205,116.27954913383013,世纪城三期垂虹园,蓝靛厂中路,住宅,39.95951019906046,https://m.fang.com/xiaoqu/bj/1010174511.html,115096,107,2014,海淀,,
5900999d5e986a05ba0d9607,226,116.26393385695314,润千秋佳苑,东北旺路北,住宅,40.03245261475241,https://m.fang.com/xiaoqu/bj/1010088440.html,95440,90,2006,海淀,,
590099ae5e986a05ba0d960d,419,116.34289035773095,逸成东苑,清华大学东北侧,住宅,40.012307938251396,https://m.fang.com/xiaoqu/bj/1010047914.html,96256,422,2003,海淀,,
590099af5e986a05ba0d960e,1,116.29407314921175,莲宝路7号院,莲宝路,住宅,39.889029362487115,https://m.fang.com/xiaoqu/bj/1010182863.html,69790,NULL,2000,海淀,,
590099c55e986a05ba0d9616,94,116.31519153678187,褐石园,清华大学北门,住宅,40.013788296030945,https://m.fang.com/xiaoqu/bj/1010315669.html,92230,68,2005,海淀,,
590099eb5e986a05ba0d9622,142,116.27368867643284,荷塘月舍,海淀圆明园西路,住宅,40.018807962365706,https://m.fang.com/xiaoqu/bj/1010052673.html,73007,34,2004,海淀,,
590099f25e986a05ba0d9624,142,116.27368867643284,天秀花园荷塘月舍,海淀圆明园西路,住宅,40.018807962365706,https://m.fang.com/xiaoqu/bj/1010052673.html,73007,34,2004,海淀,,
59009aeb5e986a05ba0d9647,55,116.31482554474194,科源小区,北四环中关村北一街,住宅,39.98589079267969,https://m.fang.com/xiaoqu/bj/1010216621.html,129642,73,1980,海淀,,
59009b0d5e986a05ba0d964b,53,116.30121507372604,普惠北里,玉渊潭南路,住宅,39.91308427501364,https://m.fang.com/xiaoqu/bj/1010308725.html,99432,98,1985,海淀,,
59009b305e986a05ba0d964e,205,116.27954913383013,垂虹园,蓝靛厂中路,住宅,39.95951019906046,https://m.fang.com/xiaoqu/bj/1010174511.html,115096,107,2014,海淀,,
59009b575e986a05ba0d9650,106,116.3189686119419,增光佳苑,甘家口大厦西300米,住宅,39.92758004399199,https://m.fang.com/xiaoqu/bj/1010040633.html,94466,72,2005,海淀,,
59009b5c5e986a05ba0d9652,140,116.29686379625971,世纪新景园,北洼路9号院,住宅,39.938424302578426,https://m.fang.com/xiaoqu/bj/1010037639.html,101936,18,2004,海淀,,
59009c425e986a05ba0d9673,199,116.29315513791583,锋尚国际公寓,万柳中路南口,住宅,39.96032787631639,https://m.fang.com/xiaoqu/bj/1010025015.html,149321,60,2002,海淀,,
59009c575e986a05ba0d967a,224,116.2958131461847,中海雅园,紫竹桥西,住宅,39.935303623197825,https://m.fang.com/xiaoqu/bj/1010000223.html,95727,78,2000,海淀,,
59009c715e986a05ba0d9682,2,116.19899999920123,上庄三嘉信苑,上庄镇中心,住宅,40.1250782933276,https://m.fang.com/xiaoqu/bj/1010463943.html,27643,NULL,2011,海淀,,
59009cb65e986a05ba0d9694,9,116.28443473125076,万树园,海淀区树村厢黄旗,住宅,40.02515619568415,https://m.fang.com/xiaoqu/bj/1010302667.html,43818,NULL,1999,海淀,,
59009ce25e986a05ba0d96a0,10,116.32310983261397,毛纺厂西小区,清河朱房路北侧,住宅,40.03028474050554,https://m.fang.com/xiaoqu/bj/1010197783.html,49082,33,2000,海淀,,
59009d1b5e986a05ba0d96b0,32,116.32876380971229,悦秀园,西三旗环岛东南500米,住宅,40.053403025939396,https://m.fang.com/xiaoqu/bj/1010039993.html,63721,NULL,2013,海淀,,
59009d3f5e986a05ba0d96b7,8,116.3206607110373,上地621宿舍,信息路西侧,住宅,40.03100345137153,https://m.fang.com/xiaoqu/bj/1010378105.html,82904,63,1998,海淀,,
59009d485e986a05ba0d96bc,169,116.26668436396176,马连洼梅园,圆明园西路,住宅,40.02999388615843,https://m.fang.com/xiaoqu/bj/1010499783.html,77809,145,1996,海淀,,
59009d595e986a05ba0d96be,4,116.30734338424988,万寿寺甲2号,西三环北路法华路寺南侧,住宅,39.948324259815365,https://m.fang.com/xiaoqu/bj/1010618185.html,83159,NULL,2000,海淀,,
59009d6a5e986a05ba0d96c3,45,116.25532170829032,永定路85号院,永定路武警医院南侧,住宅,39.90712957259505,https://m.fang.com/xiaoqu/bj/1010339951.html,70850,34,1988,海淀,,
59009d7b5e986a05ba0d96c6,61,116.32840881917932,皂君西里,皂君庙路西侧,住宅,39.95836466129897,https://m.fang.com/xiaoqu/bj/1010216295.html,108044,92,1984,海淀,,
59009db65e986a05ba0d96d3,20,116.29111939722002,挂甲屯,万泉河快速路,住宅,39.994874233601045,https://m.fang.com/xiaoqu/bj/1010215707.html,80762,10,1980,海淀,,
59009dd65e986a05ba0d96da,152,116.26901074581461,西山庭院,圆明园西路与五环路交叉口,住宅,40.016695548050954,https://m.fang.com/xiaoqu/bj/1010035633.html,82148,18,2004,海淀,,
59009e105e986a05ba0d96df,5,116.20027135704389,红旗村6号院,香山南路,住宅,39.978778880878636,https://m.fang.com/xiaoqu/bj/1010700035.html,38891,4,1986,海淀,,
59009e2d5e986a05ba0d96e4,3,116.34583868162096,永泰庄6号院,北京海淀区永泰庄路,住宅,40.030746585158504,https://m.fang.com/xiaoqu/bj/1010608199.html,79995,NULL,2000,海淀,,
59009ec85e986a05ba0d96f7,2,116.31252121641013,西木楼,羊坊店,住宅,39.89623312429624,https://m.fang.com/xiaoqu/bj/1010216577.html,54041,NULL,2001,海淀,,
59009f855e986a05ba0d9714,2,116.36283434428887,志新东路甲8号,海淀志新村,住宅,39.99164512320616,https://m.fang.com/xiaoqu/bj/1010677933.html,76251,14,1991,海淀,,
59009f8f5e986a05ba0d9718,77,116.29771893885753,怡秀园,人大西门小南庄,住宅,39.96221105318778,https://m.fang.com/xiaoqu/bj/1010170347.html,107397,124,1999,海淀,,
59009f995e986a05ba0d971c,43,116.32099860617069,机械研究院西区,首体南路,住宅,39.93427989116333,https://m.fang.com/xiaoqu/bj/1010661317.html,101809,42,1989,海淀,,
59009fdf5e986a05ba0d9734,29,116.3431285341777,静淑苑,学清路西侧,住宅,40.00333495210295,https://m.fang.com/xiaoqu/bj/1010216201.html,97827,137,2001,海淀,,
5900a01f5e986a05ba0d973c,15,116.31429475766508,阜成路11号院,增光路,住宅,39.92317292092018,https://m.fang.com/xiaoqu/bj/1010200823.html,85215,NULL,2000,海淀,,
5900a0375e986a05ba0d9742,2,116.29866457144308,北洼路环保局宿舍,海淀区北洼路环保局宿舍,住宅,39.939512924261024,https://m.fang.com/xiaoqu/bj/1010560263.html,87654,31,1996,海淀,,
5900a1bc5e986a05ba0d9780,20,116.32957579485682,阳光北里,西三旗,住宅,40.03636066038408,https://m.fang.com/xiaoqu/bj/1010197223.html,72321,134,2001,海淀,,
5900a1d75e986a05ba0d9784,44,116.34593939233102,静淑东里,清华东路北侧,住宅,40.002539465130226,https://m.fang.com/xiaoqu/bj/1010302637.html,74932,126,1999,海淀,,
5900a2ba5e986a05ba0d9799,38,116.23998209808404,京泉馨苑,旱河路东,住宅,39.962479643162574,https://m.fang.com/xiaoqu/bj/1010577989.html,63309,29,2006,海淀,,
5900a30f5e986a05ba0d979e,4,116.35439169956943,师大北路21号院,北三环中路蓟门桥东,住宅,39.9644775061459,https://m.fang.com/xiaoqu/bj/1010560143.html,83212,68,2000,海淀,,
5900a3725e986a05ba0d97a4,33,116.37556048153985,华鸿家园,西三旗桥向东建材城环岛东300米路南(建材城东路南侧,住宅,40.060056010231996,https://m.fang.com/xiaoqu/bj/1010584545.html,70089,73,2009,海淀,,
5900a39e5e986a05ba0d97aa,80,116.20354781637106,门头馨村南区,香山南路东侧,住宅,39.968761698878055,https://m.fang.com/xiaoqu/bj/1010579345.html,59654,125,2000,海淀,,
5900a3b45e986a05ba0d97ac,193,116.36546948422776,观林园,清河桥东900米,住宅,40.037811690621886,https://m.fang.com/xiaoqu/bj/1010187023.html,84429,1,2010,海淀,,
5900a3b95e986a05ba0d97ad,168,116.26668436396176,新梅园,圆明园西路,住宅,40.02999388615843,https://m.fang.com/xiaoqu/bj/1010499783.html,77809,145,1996,海淀,,
5900a3bb5e986a05ba0d97ae,44,116.34593939233102,海丰园,清华东路北侧,住宅,40.002539465130226,https://m.fang.com/xiaoqu/bj/1010302637.html,74932,126,1999,海淀,,
5900a3d25e986a05ba0d97b1,16,116.33708738678837,北航家属院,海淀区知春路大运村北侧,住宅,39.97872022175383,https://m.fang.com/xiaoqu/bj/1010557427.html,64083,36,1999,海淀,,
5900a5915e986a05ba0d97cb,43,116.37034367530117,牡丹园北里,花园北路20号,住宅,39.97778222770319,https://m.fang.com/xiaoqu/bj/1010302649.html,102429,84,2000,海淀,,
5900a5965e986a05ba0d97cc,12,116.30315685945145,车道沟东里,西三环北路37号,住宅,39.94283211948961,https://m.fang.com/xiaoqu/bj/1010215261.html,84653,57,1992,海淀,,
5900a73c5e986a05ba0d97e9,65,116.29183885879684,汇新家园,人民大学西门,住宅,39.9654999828434,https://m.fang.com/xiaoqu/bj/1010170461.html,118535,15,2001,海淀,,
5900a7535e986a05ba0d97ea,193,116.36546948422776,宝盛里观林园,清河桥东900米,住宅,40.037811690621886,https://m.fang.com/xiaoqu/bj/1010187023.html,84429,1,2010,海淀,,
5900a8665e986a05ba0d97f8,152,116.26901074581461,万科西山庭院,圆明园西路与五环路交叉口,住宅,40.016695548050954,https://m.fang.com/xiaoqu/bj/1010035633.html,82148,18,2004,海淀,,
5900a8755e986a05ba0d97fc,333,116.27926168492476,世纪城三期晴雪园,蓝靛厂中路,住宅,39.96506127025849,https://m.fang.com/xiaoqu/bj/1010174551.html,139806,64,2004,海淀,,
5900a8865e986a05ba0d9802,117,116.29418785900975,阳春光华,知泉路东侧,住宅,39.96488419797354,https://m.fang.com/xiaoqu/bj/1010315125.html,130040,73,2001,海淀,,
5900a99f5e986a05ba0d9818,205,116.27954913383013,世纪城垂虹园,蓝靛厂中路,住宅,39.95951019906046,https://m.fang.com/xiaoqu/bj/1010174511.html,115096,107,2014,海淀,,
5900a9b35e986a05ba0d981b,142,116.27368867643284,学风1911,海淀圆明园西路，与农大南路路口以西70米路南侧,住宅,40.018807962365706,https://m.fang.com/xiaoqu/bj/1010052673.html,73007,34,2004,海淀,,
5900aa4e5e986a05ba0d9827,66,116.36119530460925,花园路8号院,花园路东侧,住宅,39.9720573389086,https://m.fang.com/xiaoqu/bj/1010564827.html,126396,30,2000,海淀,,
5900aa9a5e986a05ba0d982f,5,116.20027135704389,红旗村,香山南路，红旗村6号,住宅,39.978778880878636,https://m.fang.com/xiaoqu/bj/1010700035.html,38891,4,1986,海淀,,
5900aac35e986a05ba0d9838,6,116.34503506420958,政法大院,西土城路25号,住宅,39.96555618029302,https://m.fang.com/xiaoqu/bj/1010216269.html,48325,1,2001,海淀,,
5900aacc5e986a05ba0d983a,6,116.3688709860888,马甸西村钟表宿舍,马甸西路东侧,住宅,39.969533863039835,https://m.fang.com/xiaoqu/bj/1010534343.html,90403,9,2000,海淀,,
5900ab5a5e986a05ba0d9847,6,116.3688709860888,钟表北园,马甸西路东侧,住宅,39.969533863039835,https://m.fang.com/xiaoqu/bj/1010534343.html,90403,9,2000,海淀,,
5900ac155e986a05ba0d9851,1,116.33662556307907,信息学院家属楼,清河小营东160米,住宅,40.04349349649361,https://m.fang.com/xiaoqu/bj/1010605903.html,68389,29,2000,海淀,,
5900ace65e986a05ba0d985a,1,116.2516022200162,德顺园,西四环四季青桥西,住宅,39.95199529671661,https://m.fang.com/xiaoqu/bj/1010673841.html,47009,NULL,2006,海淀,,
5900b0255e986a05ba0d9880,23,116.33746285771561,四道口9号院,四道口路9号院,住宅,39.96034496332621,https://m.fang.com/xiaoqu/bj/1010541463.html,84917,18,1998,海淀,,
5900b0545e986a05ba0d9884,117,116.29418785900975,阳春光华椿树园,知泉路东侧,住宅,39.96488419797354,https://m.fang.com/xiaoqu/bj/1010315125.html,130040,73,2001,海淀,,
590093c75e986a05ba0d947a,72,116.21779882766702,碧桐园,田村路南阜石路69号,住宅,39.92836456300241,https://m.fang.com/xiaoqu/bj/1010168587.html,71629,63,2008,海淀,,
590093cb5e986a05ba0d947b,77,116.14000076481997,前沙涧,苏家坨镇聂各庄东路北侧,住宅,40.10892995108414,https://m.fang.com/xiaoqu/bj/1010607025.html,40171,1,2000,海淀,,
590093cc5e986a05ba0d947c,78,116.30040274741984,华澳中心,紫竹院路31号,住宅,39.94279424269846,https://m.fang.com/xiaoqu/bj/1010206791.html,75067,77,2001,海淀,,
590093cd5e986a05ba0d947d,20,116.17795439510675,正源尚峰尚水,海淀温泉镇温泉政府附近,住宅,40.04446161555712,https://m.fang.com/xiaoqu/bj/1010187145.html,65257,71,2015,海淀,,
590093cf5e986a05ba0d947e,1,116.31173016467139,尚品公寓,上地信息产业基地环岛东南处,住宅,40.03018866874594,https://m.fang.com/xiaoqu/bj/1010079061.html,78953,19,2001,海淀,,
590093d05e986a05ba0d947f,310,116.3207269520774,上林溪,京新上地桥安宁庄东路,住宅,40.04634092246325,https://m.fang.com/xiaoqu/bj/1010378463.html,80721,104,2012,海淀,,
590093d25e986a05ba0d9480,57,116.37155422354579,中鑫嘉园,小关西后街东侧,住宅,39.97853089715032,https://m.fang.com/xiaoqu/bj/1010010066.html,97818,212,2004,海淀,,
590093d85e986a05ba0d9481,15,116.26724074333829,唐家岭新城,海淀区友谊路与土井村路交叉口西北侧(中国管理软件学院西侧),住宅,40.06331782796359,https://m.fang.com/xiaoqu/bj/1010605743.html,51629,NULL,2011,海淀,,
590093d95e986a05ba0d9482,7,116.24599835220921,六里屯小区,西北旺永丰路与丰滢东路交叉路口东南侧(中联硅谷南侧),住宅,40.06512075194126,https://m.fang.com/xiaoqu/bj/1010184505.html,43635,NULL,2013,海淀,,
590093da5e986a05ba0d9483,72,116.21779882766702,西山洋房,田村路南阜石路69号,住宅,39.92836456300241,https://m.fang.com/xiaoqu/bj/1010168587.html,71629,63,2008,海淀,,
590093dc5e986a05ba0d9484,15,116.26724074333829,唐家岭,海淀区友谊路与土井村路交叉口西北侧(中国管理软件学院西侧),住宅,40.06331782796359,https://m.fang.com/xiaoqu/bj/1010605743.html,51629,NULL,2011,海淀,,
590093dd5e986a05ba0d9485,32,116.36273529960268,五月华庭,西直门文慧园路6号,住宅,39.95092489343587,https://m.fang.com/xiaoqu/bj/1010170375.html,90542,107,2003,海淀,,
590093de5e986a05ba0d9486,92,116.27075941951313,正源定慧福里,八里庄路62号院定慧福里,住宅,39.92815100996261,https://m.fang.com/xiaoqu/bj/1010576343.html,73500,165,2010,海淀,,
590093df5e986a05ba0d9487,4,116.25905878398594,长银大厦公寓,永定路88号,住宅,39.90377838107031,https://m.fang.com/xiaoqu/bj/1010123017.html,35702,NULL,NULL,海淀,,
590093e35e986a05ba0d9488,98,116.31093382679688,上第moma,上地安宁庄西路9号,住宅,40.04353751032474,https://m.fang.com/xiaoqu/bj/1010710833.html,75299,133,2011,海淀,,
590093ea5e986a05ba0d9489,81,116.35948476035506,志强北园,文慧园路北侧(小西天牌楼西侧200米处),住宅,39.951719868414635,https://m.fang.com/xiaoqu/bj/1010197291.html,85566,419,1990,海淀,,
590093f05e986a05ba0d948a,26,116.22569892841845,颐丰庄园,永丰乡大牛坊小学附近,住宅,40.08273608010423,https://m.fang.com/xiaoqu/bj/1010000974.html,49738,1,2002,海淀,,
590093f25e986a05ba0d948b,215,116.32956108773661,清河毛纺厂南小区,毛纺路西侧，朱房路南侧,住宅,40.02559318823319,https://m.fang.com/xiaoqu/bj/1010486743.html,63964,206,1997,海淀,,
590093f45e986a05ba0d948c,64,116.32397127829522,上奥世纪中心,八达岭高速路西三旗桥东北角,住宅,40.05534722644975,https://m.fang.com/xiaoqu/bj/1010163783.html,46381,119,2011,海淀,,
590093f65e986a05ba0d948d,6,116.23485342618591,溪山嘉园,旱河路131号院,住宅,39.95478702210446,https://m.fang.com/xiaoqu/bj/1010675229.html,42501,NULL,2004,海淀,,
590093f75e986a05ba0d948e,137,116.34922618724417,建材城西二里,西三旗环岛东侧2000米,住宅,40.06084370213878,https://m.fang.com/xiaoqu/bj/1010198109.html,58578,193,1994,海淀,,
590093fb5e986a05ba0d948f,54,116.26590262858275,自由度,田村路8号(西四环外向西200米),住宅,39.926083662630965,https://m.fang.com/xiaoqu/bj/1010011909.html,58142,15,2002,海淀,,
590093fe5e986a05ba0d9490,69,116.34503773132603,蓟门北里,罗庄南路北侧，中关村中学分校西侧,住宅,39.970502070613875,https://m.fang.com/xiaoqu/bj/1010574705.html,101555,158,1982,海淀,,
590094005e986a05ba0d9491,128,116.36800328201159,硅谷先锋,建材城东一里,住宅,40.06073373230019,https://m.fang.com/xiaoqu/bj/1010024196.html,67057,3,2002,海淀,,
590094025e986a05ba0d9492,349,116.31405558727957,双榆树北里,中关村南大街40号,住宅,39.97038813812349,https://m.fang.com/xiaoqu/bj/1010196925.html,94322,333,1982,海淀,,
590094045e986a05ba0d9493,82,116.3219247967811,安宁佳园,西三旗安宁东路安宁佳园,住宅,40.04951806124226,https://m.fang.com/xiaoqu/bj/1010308715.html,86707,249,2007,海淀,,
590094065e986a05ba0d9494,18,116.24612710349679,椿楸嘉园,永定河路与旱河路交叉口东南侧,住宅,39.93601039508195,https://m.fang.com/xiaoqu/bj/1010760725.html,45555,20,2014,海淀,,
590094095e986a05ba0d9495,48,116.34527822835082,蓟门南里,北三环西路北侧首都体育学院东,住宅,39.96683071494135,https://m.fang.com/xiaoqu/bj/1010577305.html,95645,112,2000,海淀,,
5900940c5e986a05ba0d9496,51,116.35374446168876,怡清园,清河永泰庄甲19号东侧,住宅,40.03636941552039,https://m.fang.com/xiaoqu/bj/1010023420.html,66805,90,2003,海淀,,
590094145e986a05ba0d9497,125,116.26451104931881,复兴路79号院,复兴路79号院,住宅,39.907565414428966,https://m.fang.com/xiaoqu/bj/1010339637.html,86288,80,1998,海淀,,
590094175e986a05ba0d9499,14,116.22044859992984,巨山馨苑,四季青镇巨山路,住宅,39.94227533823795,https://m.fang.com/xiaoqu/bj/1010823371.html,38621,NULL,2007,海淀,,
5900941a5e986a05ba0d949a,40,116.25368125575811,田村路40号,北京市海淀区田村路40号,住宅,39.926831060086776,https://m.fang.com/xiaoqu/bj/1010657605.html,68775,83,1989,海淀,,
5900941f5e986a05ba0d949b,99,116.23956410115228,玉泉西街,玉泉西街甲11-3,住宅,39.90888985673328,https://m.fang.com/xiaoqu/bj/1010503025.html,64517,1,2000,海淀,,
590094215e986a05ba0d949c,41,116.26349970623635,常青园,北京市海淀区四季青桥常青园路,住宅,39.95355835206465,https://m.fang.com/xiaoqu/bj/1010607503.html,55021,NULL,2000,海淀,,
590094235e986a05ba0d949d,254,116.24482411930421,兰德华庭,阜石路35号,住宅,39.927051293095595,https://m.fang.com/xiaoqu/bj/1010038821.html,84380,100,2003,海淀,,
590094255e986a05ba0d949e,18,116.24612710349679,椿楸家园,永定河路与旱河路交叉口东南侧,住宅,39.93601039508195,https://m.fang.com/xiaoqu/bj/1010760725.html,45555,20,2014,海淀,,
590094285e986a05ba0d94a0,491,116.33708468810705,罗庄西里,知春路与罗庄西路交汇处南行100米路东,住宅,39.972309413859264,https://m.fang.com/xiaoqu/bj/1010216241.html,84607,271,1995,海淀,,
590094295e986a05ba0d94a1,49,116.24403731204755,北坞嘉园,闵庄路闵庄站向北100米,住宅,39.97920512736296,https://m.fang.com/xiaoqu/bj/1010677753.html,67951,39,2010,海淀,,
5900942b5e986a05ba0d94a2,120,116.35750053419768,石油大院,海淀区学院路20号院,住宅,39.994421622676235,https://m.fang.com/xiaoqu/bj/1010216531.html,102731,157,2001,海淀,,
5900942f5e986a05ba0d94a3,41,116.26349970623635,常青园一区,北京市海淀区四季青桥常青园路,住宅,39.95355835206465,https://m.fang.com/xiaoqu/bj/1010607503.html,55021,NULL,2000,海淀,,
590094325e986a05ba0d94a4,201,116.35092321424715,知本时代,西三旗环岛东2000米,住宅,40.06275111369943,https://m.fang.com/xiaoqu/bj/1010033834.html,61653,221,2004,海淀,,
590094355e986a05ba0d94a5,75,116.36620137584391,建材城东一里,西三旗建材城东路北侧,住宅,40.06123715041863,https://m.fang.com/xiaoqu/bj/1010198111.html,61101,128,2000,海淀,,
5900943a5e986a05ba0d94a6,1331,116.21123098281195,保利西山林语,西北旺镇冷泉村,住宅,40.03838371297797,https://m.fang.com/xiaoqu/bj/1010326553.html,69020,584,2010,海淀,,
5900943d5e986a05ba0d94a7,160,116.35012157489506,永泰西里,地铁永泰庄站西南角,住宅,40.0318503045613,https://m.fang.com/xiaoqu/bj/1010197245.html,72171,221,1996,海淀,,
590094405e986a05ba0d94a8,219,116.24384018887503,碧森里,田村旱河路阜石路交叉口,住宅,39.932603956428125,https://m.fang.com/xiaoqu/bj/1010302669.html,89245,84,2004,海淀,,
590094435e986a05ba0d94a9,51,116.22215457965355,西六建材工贸宿舍,海淀区亮甲店大桥往西1公里,住宅,40.05001917030504,https://m.fang.com/xiaoqu/bj/1010590623.html,54273,23,1988,海淀,,
